2025-04-20 13:31:37,935 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-build-api-1.2.0.jar
2025-04-20 13:31:37,935 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-cipher-2.0.jar
2025-04-20 13:31:37,935 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-classworlds-2.8.0.jar
2025-04-20 13:31:37,935 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-component-annotations-2.1.0.jar
2025-04-20 13:31:37,935 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-interpolation-1.27.jar
2025-04-20 13:31:37,935 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-sec-dispatcher-2.0.jar
2025-04-20 13:31:37,935 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-utils-3.5.1.jar
2025-04-20 13:31:37,936 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-xml-3.0.1.jar
2025-04-20 13:31:37,936 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-file-3.5.3.jar
2025-04-20 13:31:37,936 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-http-3.5.3.jar
2025-04-20 13:31:37,936 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-http-shared-3.5.3.jar
2025-04-20 13:31:37,936 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-provider-api-3.5.3.jar
2025-04-20 13:31:37,936 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava_33.4.0.jre [544])
2025-04-20 13:31:37,937 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\com.google.guava_33.4.0.jre.jar
2025-04-20 13:31:37,937 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=slf4j.api_2.0.17 [609])
2025-04-20 13:31:37,937 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\slf4j.api_2.0.17.jar
2025-04-20 13:31:37,937 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=jakarta.inject.jakarta.inject-api_1.0.5 [22])
2025-04-20 13:31:37,937 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\jakarta.inject.jakarta.inject-api_1.0.5.jar
2025-04-20 13:31:37,937 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=javax.annotation_1.3.5.v20200909-1856 [552])
2025-04-20 13:31:37,938 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\javax.annotation_1.3.5.v20200909-1856.jar
2025-04-20 13:31:37,938 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.cli_1.9.0 [47])
2025-04-20 13:31:37,938 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.apache.commons.cli_1.9.0.jar
2025-04-20 13:31:37,938 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.commons-codec_1.16.0 [50])
2025-04-20 13:31:37,938 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.apache.commons.commons-codec_1.16.0.jar
2025-04-20 13:31:37,939 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava.failureaccess_1.0.2 [11])
2025-04-20 13:31:37,939 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\com.google.guava.failureaccess_1.0.2.jar
2025-04-20 13:31:37,942 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.e.m.i.launch.MavenLaunchDelegate - Run build in "C:\Users\user\Documents\Juan PC guillermo SpringAngularAWS\WORKSPACES\workspaceSpringKubernetes\26bookmarker-api":
2025-04-20 13:31:37,942 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -Dstyle.color=always clean install -DskipTests
2025-04-20 13:39:39,978 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409 [300])
2025-04-20 13:39:39,980 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409
2025-04-20 13:39:39,981 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\aopalliance-1.0.jar
2025-04-20 13:39:39,982 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\guice-5.1.0.jar
2025-04-20 13:39:39,982 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpclient-4.5.14.jar
2025-04-20 13:39:39,982 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpcore-4.4.16.jar
2025-04-20 13:39:39,983 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jansi-2.4.1.jar
2025-04-20 13:39:39,983 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jcl-over-slf4j-1.7.36.jar
2025-04-20 13:39:39,983 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-artifact-3.9.9.jar
2025-04-20 13:39:39,983 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-builder-support-3.9.9.jar
2025-04-20 13:39:39,983 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-compat-3.9.9.jar
2025-04-20 13:39:39,985 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-core-3.9.9.jar
2025-04-20 13:39:39,985 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-embedder-3.9.9.jar
2025-04-20 13:39:39,986 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-model-3.9.9.jar
2025-04-20 13:39:39,986 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-model-builder-3.9.9.jar
2025-04-20 13:39:39,986 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-plugin-api-3.9.9.jar
2025-04-20 13:39:39,987 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-repository-metadata-3.9.9.jar
2025-04-20 13:39:39,987 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-api-1.9.22.jar
2025-04-20 13:39:39,987 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-connector-basic-1.9.22.jar
2025-04-20 13:39:39,988 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-impl-1.9.22.jar
2025-04-20 13:39:39,988 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-named-locks-1.9.22.jar
2025-04-20 13:39:39,989 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-provider-3.9.9.jar
2025-04-20 13:39:39,989 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-spi-1.9.22.jar
2025-04-20 13:39:39,990 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-file-1.9.22.jar
2025-04-20 13:39:39,990 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-http-1.9.22.jar
2025-04-20 13:39:39,990 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-wagon-1.9.22.jar
2025-04-20 13:39:39,991 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-util-1.9.22.jar
2025-04-20 13:39:39,991 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-settings-3.9.9.jar
2025-04-20 13:39:39,991 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-settings-builder-3.9.9.jar
2025-04-20 13:39:39,991 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-shared-utils-3.4.2.jar
2025-04-20 13:39:39,992 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\org.eclipse.sisu.inject-0.9.0.M3.jar
2025-04-20 13:39:39,992 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\org.eclipse.sisu.plexus-0.9.0.M3.jar
2025-04-20 13:39:39,992 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-build-api-0.0.7.jar
2025-04-20 13:39:39,993 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-build-api-1.2.0.jar
2025-04-20 13:39:39,993 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-cipher-2.0.jar
2025-04-20 13:39:39,994 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-classworlds-2.8.0.jar
2025-04-20 13:39:39,994 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-component-annotations-2.1.0.jar
2025-04-20 13:39:39,994 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-interpolation-1.27.jar
2025-04-20 13:39:39,995 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-sec-dispatcher-2.0.jar
2025-04-20 13:39:39,995 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-utils-3.5.1.jar
2025-04-20 13:39:39,995 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-xml-3.0.1.jar
2025-04-20 13:39:39,996 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-file-3.5.3.jar
2025-04-20 13:39:39,996 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-http-3.5.3.jar
2025-04-20 13:39:39,997 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-http-shared-3.5.3.jar
2025-04-20 13:39:39,998 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-provider-api-3.5.3.jar
2025-04-20 13:39:39,998 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava_33.4.0.jre [544])
2025-04-20 13:39:40,000 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\com.google.guava_33.4.0.jre.jar
2025-04-20 13:39:40,000 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=slf4j.api_2.0.17 [609])
2025-04-20 13:39:40,000 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\slf4j.api_2.0.17.jar
2025-04-20 13:39:40,000 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=jakarta.inject.jakarta.inject-api_1.0.5 [22])
2025-04-20 13:39:40,001 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\jakarta.inject.jakarta.inject-api_1.0.5.jar
2025-04-20 13:39:40,001 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=javax.annotation_1.3.5.v20200909-1856 [552])
2025-04-20 13:39:40,002 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\javax.annotation_1.3.5.v20200909-1856.jar
2025-04-20 13:39:40,003 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.cli_1.9.0 [47])
2025-04-20 13:39:40,003 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.apache.commons.cli_1.9.0.jar
2025-04-20 13:39:40,003 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.commons-codec_1.16.0 [50])
2025-04-20 13:39:40,004 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.apache.commons.commons-codec_1.16.0.jar
2025-04-20 13:39:40,004 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava.failureaccess_1.0.2 [11])
2025-04-20 13:39:40,005 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\com.google.guava.failureaccess_1.0.2.jar
2025-04-20 13:39:40,008 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.e.m.i.launch.MavenLaunchDelegate - Run build in "C:\Users\user\Documents\Juan PC guillermo SpringAngularAWS\WORKSPACES\workspaceSpringKubernetes\26bookmarker-api":
2025-04-20 13:39:40,008 [Worker-36: Launching 16Bookmark CLEAN INSTALL] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -Dstyle.color=always clean install -DskipTests
2025-04-20 13:47:07,958 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409 [300])
2025-04-20 13:47:07,959 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409
2025-04-20 13:47:07,960 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\aopalliance-1.0.jar
2025-04-20 13:47:07,960 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\guice-5.1.0.jar
2025-04-20 13:47:07,960 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpclient-4.5.14.jar
2025-04-20 13:47:07,961 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpcore-4.4.16.jar
2025-04-20 13:47:07,961 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jansi-2.4.1.jar
2025-04-20 13:47:07,961 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jcl-over-slf4j-1.7.36.jar
2025-04-20 13:47:07,961 [Worker-38: Launching 16Bookmark CLEAN INSTALL] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\user\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-artifact-3.9.9.jar
